ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat,Review_political,Review_gender,Review_political_cat
22fXNfBYwwdGt3CEj,-448260503_3251174130651828.0,3251174130651830,2,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,4,0,1,Desktop,1,0,CZE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.5,female,3
22GAgrvuN9pqrFqMS,940147929_8786511332646436.0,8786511332646440,5,0,1,0,1,Old,Age,Age,Young,Old,0,5,0,0,Mobile,0,1,TUR,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,female,3
22wTeLxeTnbfj3hW7,1396461393_8573731509311531.0,8573731509311530,2,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,1,0,PRT,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.1,female,1
24GhexKavKydvofaw,-160233402_9770898712824168.0,9770898712824170,10,0,0,0,0,Male,Gender,Gender,Male,Female,1,4,0,0,Desktop,1,0,POL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.88,female,5
23sZJ9w43SqsqY6sC,642853151_6096330623903512.0,6096330623903510,11,0,0,1,0,Old,Age,Age,Young,Old,0,3,0,1,Mobile,0,0,USA,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,female,4
22Juq8hHMRZfBszEj,1149208218_7844469454139471.0,7844469454139470,12,0,0,1,0,Less,Random,Utilitarian,More,Less,0,1,4,0,Desktop,0,1,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,female,2
23fDXrzse5aeqZPrH,1613499884_3757563932523895.0,3757563932523900,9,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,2,1,Desktop,0,1,BRA,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.76,female,4
24AB9YxYwjYZxQhAT,724322853_8486978034027299.0,8486978034027300,3,0,0,0,1,More,Random,Utilitarian,More,Less,1,4,3,1,Desktop,0,1,AUT,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,female,3
22DnyCKymmsGDcD2L,-614632311_2318581030302198.0,2318581030302200,3,0,1,0,2,Young,Age,Age,Young,Old,1,4,0,1,Desktop,1,1,USA,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,female,3
22iMyYKShTQPBGuo9,-1856926744_213871827008047.0,213871827008047,1,0,1,0,1,More,Utilitarian,Utilitarian,More,Less,1,5,1,1,Desktop,1,1,KAZ,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.5,female,3
23jNLaGn4EgQHaXHC,-286555686_8100115478725964.0,8100115478725970,1,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Desktop,0,1,ZAF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.47,female,3
24bEGvWKf3AAeoSuH,1663533649_6393696241452164.0,6393696241452160,8,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,4,1,1,Mobile,0,1,GBR,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.5,female,3
23SMEjR4umKh8eXSZ,1162591039_9387862595024996.0,9387862595025000,3,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,1,1,EGY,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,female,3
242unPKAfDbQRpPYf,-670723754_4971381088772626.0,4971381088772630,6,0,0,1,0,Low,Social Status,Social Status,High,Low,0,1,0,1,Mobile,0,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,female,3
232XjHfPazzbW6GEv,315597957_37376373677973.0,37376373677973,13,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,2,3,0,Mobile,0,0,ESP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5,female,3
24G8qj4MeAQe9h3dS,1857348857_7362309737605641.0,7362309737605640,13,0,1,0,0,Female,Gender,Gender,Male,Female,0,4,0,1,Mobile,0,1,NOR,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.78,female,4
22Ejox294knp7BFmg,854492216_5500946576860319.0,5500946576860320,4,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1,3,0,0,Mobile,1,0,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.62,female,4
2496q4zhAsBBCB44c,-2011434016_934557885859870.0,934557885859870,12,0,0,0,0,Female,Gender,Gender,Male,Female,0,4,0,1,Mobile,0,0,ITA,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.76,female,4
228ND6zwmHzaqgkPG,-1322838242_7731304891164184.0,7731304891164190,2,0,1,0,2,Young,Age,Age,Young,Old,1,3,0,1,Mobile,0,1,UKR,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47,female,3
22BeXTPwAnJSYLz5s,2025098960_2707901116386841.0,2707901116386840,1,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Mobile,0,1,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,female,5
247Nvk3NyLgBRa2eR,850538912_9296507137415196.0,9296507137415200,12,0,1,0,1,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Desktop,0,0,POL,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.7,female,4
22RAQEPv3vx75gRJz,5900829_8928321352277402.0,8928321352277400,10,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,2,3,0,Desktop,1,0,BRA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,female,4
23eqiTjKrjuWwySYb,-473687909_7634971201476226.0,7634971201476230,3,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,1,1,Desktop,0,0,MEX,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0.5,female,3
23u5AjD4zY9JBJv8T,1938839115_3156243595630652.0,3156243595630650,5,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Desktop,1,0,FRA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,female,5
24N5RkhKCDiK8AQ3H,-661979562_1714307947604637.0,1714307947604640,8,0,1,0,1,High,Social Status,Social Status,High,Low,1,4,0,1,Desktop,1,1,JPN,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,female,3
23SCwLzkiwjxw83yo,-1992833561_4443425135668800.0,4443425135668800,6,0,1,0,2,Low,Social Status,Social Status,High,Low,0,4,0,0,Mobile,0,0,ITA,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.66,female,4
24MLYNP5kYPhQnazT,-358803785_1305238509546300.0,1305238509546300,5,0,0,1,0,Young,Age,Age,Young,Old,1,5,0,1,Mobile,0,0,USA,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,female,3
22X3gTG5btiPRStoy,-1640356044_167113446216387.0,167113446216387,3,0,1,0,0,Male,Gender,Gender,Male,Female,1,4,0,0,Mobile,0,1,POL,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0.86,female,5
24ZupSwgqQ833E6yg,-2137097435_3121326690643815.0,3121326690643820,2,0,0,1,0,Male,Gender,Gender,Male,Female,1,3,0,0,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0.82,female,5
22NDQpdkpXtDmRqzQ,71352542_11850226506481.0,11850226506481,11,0,1,0,0,Young,Age,Age,Young,Old,1,5,0,1,Mobile,0,0,JPN,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.28,female,2
23y79FcgJTm3odWyy,416185781_2241714062828712.0,2241714062828710,5,0,0,1,0,Young,Age,Age,Young,Old,1,3,0,1,Mobile,0,1,RUS,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,female,3
23N6Zcq4aCDAz5tLp,-755981003_7498448287206994.0,7498448287207000,11,0,1,0,2,Young,Age,Age,Young,Old,1,3,0,1,Desktop,1,0,AUS,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.61,female,4
22bCZhFSJgi6w8EPS,239840854_5268448746972401.0,5268448746972400,5,0,1,0,1,High,Social Status,Social Status,High,Low,1,1,0,0,Desktop,0,0,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.74,female,4
248NfpPTkdQxuqG7X,-959005131_5990345289562502.0,5990345289562500,13,0,1,0,2,Old,Age,Age,Young,Old,0,4,0,0,Mobile,0,0,BRA,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,female,5
23rL9eh99ubFyHCd5,2104054412_3247601574290168.0,3247601574290170,12,0,0,0,1,Old,Age,Age,Young,Old,0,2,0,0,Desktop,0,0,FRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,female,3
22LvgYbCkR5ccT3Nv,1894324533_5361004872970132.0,5361004872970130,9,0,0,1,0,Male,Gender,Gender,Male,Female,1,2,0,1,Desktop,0,0,BRA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,female,3
23mhBF2QJNsZH25Mx,1888959600_9546986723865428.0,9546986723865430,4,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,1,1,USA,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.66,female,4
22gqrwCPM9npfAmuL,-941588753_7465423168859824.0,7465423168859820,7,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Mobile,0,0,USA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,female,3
223Yk9542iJ2moRx6,-2076363024_9900479991124768.0,9900479991124770,10,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0,4,0,1,Desktop,0,0,PRT,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,female,3
24JzXK5BiqpQ4Ztrm,202974597_8915435115613884.0,8915435115613890,8,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,2,1,Desktop,1,1,CHE,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.88,female,5
22rejEwJEDye8sHJK,1564404939_6571820068776373.0,6571820068776370,10,0,0,0,0,Male,Gender,Gender,Male,Female,1,2,0,0,Mobile,0,1,CAN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.66,female,4
22bbX7AKtJqry9ryY,-1382581598_1132375743929441.0,1132375743929440,2,0,0,0,0,Male,Gender,Gender,Male,Female,1,1,0,1,Desktop,0,1,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,female,3
23GYWkCzJ4yQG7kEx,1919262805_7149420270189073.0,7149420270189070,5,0,1,0,0,Female,Gender,Gender,Male,Female,0,4,0,1,Desktop,1,1,USA,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.18,female,1
238H33vTCjjoAgRA7,1714816353_6622916837779451.0,6622916837779450,4,0,0,0,2,Female,Gender,Gender,Male,Female,0,2,0,1,Mobile,0,1,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5,female,3
23QEQ3JrBYq8DQaWb,-911496513_2901265150867402.0,2901265150867400,3,0,1,0,2,Old,Age,Age,Young,Old,0,2,0,1,Desktop,0,0,SGP,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,female,4
24eKy2geNi39aLreA,436056021_7767836954426184.0,7767836954426180,13,0,0,1,0,Young,Age,Age,Young,Old,1,4,0,1,Mobile,0,1,BRA,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,female,3
23f54hw54EP6Tme2T,-208190692_8226909603666501.0,8226909603666500,10,0,0,1,0,Rand,Random,Random,,,,5,2,0,Desktop,0,0,USA,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.5,female,3
23TfipmWDmfzdhwXa,1893264725_5077092205014269.0,5077092205014270,7,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,5,0,1,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.5,female,3
23AtbKWDDsXHtKQmG,-536314641_2126163553532021.0,2126163553532020,11,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0,3,0,0,Desktop,1,1,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,female,3
