ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat,Review_political,Review_gender,Review_political_cat
22ymz8em9Epoof4oH,-1332852001_3853526854935365.0,3853526854935370,5,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,2,3,0,Desktop,1,0,BRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,male,
22dJskro4PYMM9Y26,-1732867495_8274665549112177.0,8274665549112180,5,0,1,0,0,Low,Social Status,Social Status,High,Low,0,1,0,0,Mobile,0,0,POL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,default,3
22v3myYZke7odWgAp,970182857_5456871973322530.0,5456871973322530,5,0,1,0,0,Old,Age,Age,Young,Old,0,2,0,0,Desktop,0,1,BRA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,male,5
24AQ3WMEY5ys7ZTJB,713609420_4406585887118919.0,4406585887118920,4,0,0,0,0,Low,Social Status,Social Status,High,Low,0,2,0,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
243MgHZSdKtmE8yRE,1176747246_4631201907955720.0,4631201907955720,13,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Desktop,0,1,FRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,male,5
249qoeamAXvCesiDt,-467724535_5029293516107316.0,5029293516107320,10,0,0,0,0,Old,Age,Age,Young,Old,0,4,0,0,Desktop,0,0,FRA,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,female,3
23Rkg8RRBCYaowK6J,2108125350_3484931354668152.0,3484931354668150,2,0,0,0,1,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,male,
245mtrqhb83MxW4Md,-2072486794_5842531331846166.0,5842531331846170,10,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0,1,0,1,Desktop,0,1,ITA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,male,5
22zJFzJR3yFd3ZQpF,176663402_3503896799231866.0,3503896799231870,5,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,4,0,1,Desktop,1,0,BLR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.5,male,3
22P7CSHCbpNAJQZe4,-1105845477_8095480074288079.0,8095480074288080,5,0,0,0,1,Fat,Fitness,Fitness,Fit,Fat,0,4,0,1,Desktop,0,0,GBR,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,male,5
23GtzXNt5Pkbc2uis,1246833819_3059390096782151.0,3059390096782150,1,0,0,0,1,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Desktop,0,1,CZE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,male,3
23wwQyrjg22ufkEmn,1488682309_5810049267266204.0,5810049267266200,1,0,0,1,0,Hoomans,Species,Species,Hoomans,Pets,1,4,0,1,Desktop,1,1,CHN,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.79,male,4
24aafzay9h8JA8kwm,-522094494_3796866052872569.0,3796866052872570,4,0,0,0,1,Young,Age,Age,Young,Old,1,5,0,1,Mobile,0,1,JPN,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.77,male,4
23eeWNzLLrtzcswJL,-1392915170_770871447366.0,770871447366,2,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0,2,0,0,Desktop,1,1,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,male,3
22pzX9vXkwBDM3yYc,442256541_3381356063330685.0,3381356063330690,1,0,0,0,0,Rand,Fitness,Random,,,,5,0,1,Desktop,1,1,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0.0,male,
22bije6RqEYQ3yGaR,834281263_5639568791214282.0,5639568791214280,1,0,0,1,0,Female,Gender,Gender,Male,Female,0,4,0,1,Desktop,1,1,LTU,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.4,male,2
24WwsqJa2fdeqPPjf,-575840739_5778664036854171.0,5778664036854170,13,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0,4,0,0,Desktop,1,0,AUS,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.9,female,5
24Nb7EcDdLDyy7ngy,-307778073_9310703435477880.0,9310703435477880,13,0,1,0,0,High,Social Status,Social Status,High,Low,1,2,0,1,Desktop,0,0,BEL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
23T83PtKDHjR399Ns,-972355160_6040890679558713.0,6040890679558710,6,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,0,1,RUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0.5,male,3
23hDNCqN2TxyAbZ8r,-2049695307_20794907669937.0,20794907669937,13,0,1,0,2,Young,Age,Age,Young,Old,1,4,0,0,Desktop,1,1,DEU,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,male,5
22eLpnE3jyi6YQnEW,872301192_2430787604804048.0,2430787604804050,2,0,1,0,2,Old,Age,Age,Young,Old,0,2,0,0,Desktop,0,0,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,male,4
23kha2koALRN2dMpF,-333690417_9969766655096890.0,9969766655096890,6,0,1,0,0,Female,Gender,Gender,Male,Female,0,2,0,0,Desktop,0,0,ECU,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.75,male,4
22PEfxsN6ekE8nCu4,1769818566_8241556635734034.0,8241556635734040,1,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,5,0,0,Mobile,0,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.5,default,3
22eRA34PLcdoEZNF5,-1951553202_4667059755099591.0,4667059755099590,13,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,2,0,Mobile,0,1,JPN,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.29,male,2
22CEwChFx6WEm4Whm,255256370_3950743673528472.0,3950743673528470,12,0,0,0,2,Rand,Random,Random,,,,2,0,0,Desktop,1,1,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,male,3
23bJL668mJ96WzEqZ,-498062409_8514907147260252.0,8514907147260250,3,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0,1,0,1,Desktop,0,1,ESP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,male,5
23ZWcY75pFPnBPRQy,600045755_8941219062581500.0,8941219062581500,6,0,1,0,0,Young,Age,Age,Young,Old,1,1,0,1,Desktop,0,0,UKR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,male,5
23b4Gy5Yz2SvfLFPG,1389281316_7980331274701937.0,7980331274701940,1,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0,3,0,0,Desktop,0,1,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,female,3
22jEP9Tv6nHv9gYAH,-540097648_660322518440890.0,660322518440890,13,0,0,1,0,Male,Gender,Gender,Male,Female,1,1,0,0,Desktop,1,1,CAN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,female,5
23ECy86pwxdbn2zkd,1209778571_5816341929893249.0,5816341929893250,11,0,1,0,0,Old,Age,Age,Young,Old,0,4,0,0,Mobile,0,1,USA,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,female,5
22p6LrPRnyHZtEAM7,-108206713_2958338835368155.0,2958338835368160,9,0,0,0,0,Old,Age,Age,Young,Old,0,4,0,0,Desktop,0,1,FRA,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
239w4jGLBTL4ZSMhH,952121910_3932456661847410.0,3932456661847410,12,0,1,0,1,Low,Social Status,Social Status,High,Low,0,2,0,0,Mobile,0,1,FRA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.7,male,4
23mwWeyy2TjbvrQZt,-335260130_7532231831072740.0,7532231831072740,9,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0,5,0,0,Mobile,0,1,DEU,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.5,male,3
22t2jAMx8cT4Ci6Xz,936739775_6280437808704520.0,6280437808704520,8,0,0,1,0,High,Social Status,Social Status,High,Low,1,1,0,1,Desktop,0,0,BRA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,default,3
24JiMCxiLyF5Caz3w,-1893687100_3346941874045188.0,3346941874045190,1,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,5,0,1,Mobile,0,1,FRA,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,male,3
22QK55Wk48RPwYfDM,1332440908_382455560843857.0,382455560843857,4,0,0,0,2,Rand,Social Status,Random,,,,1,0,0,Mobile,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,female,3
22n56AqpWprpt5GpD,504867582_8401402023209403.0,8401402023209400,11,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,3,0,Mobile,0,0,BRA,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.5,default,3
22av6uwkQDmYqSNgH,582189607_4981756163199937.0,4981756163199940,6,0,0,0,2,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Desktop,1,1,TUR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,male,1
2484nZraD5Ftqmc96,1306014819_2664318833629200.0,2664318833629200,7,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Mobile,0,0,FRA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.5,female,3
23xsEFtqmauoGpgmv,1187700094_3410614241012257.0,3410614241012260,12,0,0,1,0,Male,Gender,Gender,Male,Female,1,5,0,0,Desktop,1,1,BRA,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.79,male,4
23z6GyYCZhwFb6z5M,-774348570_6233967816952886.0,6233967816952890,13,0,1,0,1,Male,Gender,Gender,Male,Female,1,2,0,1,Desktop,0,1,DNK,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,male,5
23k4cc7CT6iC9pRd5,-1466081510_9460028231455282.0,9460028231455280,5,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Mobile,0,1,ZAF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.73,female,4
22nK7adoPEo3bPDwu,774008397_7925197171361578.0,7925197171361580,4,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1,2,0,1,Desktop,1,1,PHL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
23Kgt2Qk3BgRP29uA,676785085_9195665354965408.0,9195665354965410,13,0,0,0,0,Old,Age,Age,Young,Old,0,3,0,0,Mobile,0,0,USA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,default,3
234Ph7qWviq7QKnbR,377475600_247947436691984.0,247947436691984,11,0,1,0,0,Old,Age,Age,Young,Old,0,2,0,0,Desktop,0,0,BRA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
24Bi5yEWtcoetta3M,-1592493908_653308263302214.0,653308263302214,3,0,0,0,1,Young,Age,Age,Young,Old,1,2,0,1,Desktop,0,0,CAN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,female,4
24ANshWo9ZJeeFhR5,602889120_216720284879040.0,216720284879040,2,0,1,0,0,Low,Social Status,Social Status,High,Low,0,2,0,0,Desktop,1,0,FIN,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.76,male,4
22Xj9iiP7Dt4u9eSD,-1244400084_9373309618009468.0,9373309618009470,1,0,1,0,1,Rand,Random,Random,,,,1,3,0,Desktop,0,1,CAN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,male,3
22s2M3Qnrk7yn8WX3,1196313368_3030215026810765.0,3030215026810770,1,0,0,1,0,Rand,Random,Random,,,,3,1,0,Mobile,0,1,SWE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,male,
24DJhCKQZxGH6MzTG,-579040594_1544072701681798.0,1544072701681800,1,0,0,1,0,Female,Gender,Gender,Male,Female,0,2,0,1,Desktop,0,1,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,male,3
22m3f72tXuM6W4Wkv,-102713453_4356598436243623.0,4356598436243620,13,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Desktop,1,0,CZE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
22Jo9gCN8z4rvARWx,2000149144_8282852179656448.0,8282852179656450,12,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0,2,0,0,Desktop,0,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,male,3
22wP9LEPqL9afbebN,1495055275_5282098902760677.0,5282098902760680,3,0,0,1,0,Female,Gender,Gender,Male,Female,0,5,0,0,Desktop,0,1,FRA,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.5,default,3
23kaebpnHhhNNDSoX,-378251664_3625340582467173.0,3625340582467170,10,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,2,0,0,Mobile,0,0,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.56,female,3
23vjCFYN7vQoRavHT,1724799802_8354292504955083.0,8354292504955080,11,0,1,0,0,Old,Age,Age,Young,Old,0,2,0,0,Desktop,1,0,DEU,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,others,5
24aKmdtQncLRDZHNv,-1130374302_7418797247648716.0,7418797247648720,13,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,2,0,0,Mobile,0,1,HUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,female,3
23sCYD6KxCdXhT5r7,-1757829987_6613124694726338.0,6613124694726340,7,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1,4,0,0,Desktop,0,1,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.5,female,3
23RgeMdT3imQXac52,-1997879834_5757859158214638.0,5757859158214640,2,0,0,0,0,Female,Gender,Gender,Male,Female,0,2,0,1,Desktop,1,1,TUR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,default,3
24APNkoYdwMr7kN6C,-1257911470_6030877452882866.0,6030877452882870,1,0,0,1,0,Rand,Random,Random,,,,1,0,0,Mobile,0,1,BRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,female,5
23EKzF89wtg6wKpwp,1606198929_6700903242279050.0,6700903242279050,4,0,0,0,2,Male,Gender,Gender,Male,Female,1,5,0,0,Desktop,0,0,USA,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.88,male,5
24LdrHTMC8rgfTxYn,478947547_7418695834157871.0,7418695834157870,6,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,1,0,Desktop,1,0,BRA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0.76,female,4
24BGc8YCfjd8RS6MG,-1551212711_4486203680941991.0,4486203680941990,9,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,2,3,0,Mobile,0,0,GBR,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5,female,3
23SZeoEydWoLwHbjF,-2132112359_3615584449875103.0,3615584449875100,10,0,1,0,0,Rand,Social Status,Random,,,,1,0,0,Mobile,0,1,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,default,3
22KZYWHHyrKiL6xXG,1778200811_8137368358974413.0,8137368358974410,10,0,1,0,1,More,Utilitarian,Utilitarian,More,Less,1,5,2,1,Desktop,1,1,USA,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.39,male,2
22G239dDCDas9SaDP,816903774_782245367392130.0,782245367392130,9,0,0,0,0,Low,Social Status,Social Status,High,Low,0,2,0,1,Desktop,1,0,USA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.57,male,3
23pPMzkBYcZW328AF,-964692602_2596503179253528.0,2596503179253530,1,0,1,0,0,Male,Gender,Gender,Male,Female,1,1,0,0,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,default,3
246qGo6dde9DJQCtv,-2027311069_9405901926257860.0,9405901926257860,10,0,1,0,2,Young,Age,Age,Young,Old,1,3,0,0,Desktop,0,1,RUS,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,default,3
23a4S5qsmMejaaZ83,885220523_2188629628048994.0,2188629628048990,1,0,0,0,2,Rand,Random,Random,,,,3,1,0,Desktop,0,1,RUS,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.63,female,4
23cgXkQo5Mjy6zRCH,-310207919_4852985561448619.0,4852985561448620,12,0,0,1,0,Young,Age,Age,Young,Old,1,3,0,1,Desktop,1,0,FRA,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,male,5
24RjdcRwmTCSB623h,2033911033_1965457726333853.0,1965457726333850,1,0,0,0,0,Male,Gender,Gender,Male,Female,1,5,0,0,Desktop,1,1,RUS,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,male,4
23QEJyyWQMf2QAdXH,418908103_9477460159317820.0,9477460159317820,7,0,0,0,1,Female,Gender,Gender,Male,Female,0,5,0,1,Desktop,0,0,GBR,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.29,female,2
23f79JJqbjbDQQGFQ,-992687667_9724431863077144.0,9724431863077140,7,0,0,1,0,Male,Gender,Gender,Male,Female,1,1,0,1,Desktop,0,1,ISL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,male,4
23fuYYEhbkSfsNGCZ,-1986034072_2537516274023801.0,2537516274023800,1,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Desktop,0,1,DEU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,female,5
24AveiArP65KebhS2,-1169734893_2913358870291442.0,2913358870291440,12,0,1,0,2,Male,Gender,Gender,Male,Female,1,4,0,0,Desktop,0,0,FRA,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.73,male,4
22SM2s5GC82GNhmu9,-1499072667_248927115016672.0,248927115016672,1,0,1,0,0,Old,Age,Age,Young,Old,0,4,0,0,Desktop,1,1,NZL,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,male,3
227vKdwEfKcJQHAte,-1063698334_4002123000630762.0,4002123000630760,3,0,0,0,2,Young,Age,Age,Young,Old,1,4,0,0,Mobile,0,1,IND,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23,male,2
24Wu7xuLMDRXKJpeo,-112405533_643525577530266.0,643525577530266,4,0,0,0,1,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,Mobile,0,1,FRA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,male,5
23dLEDhTdsAcvDSfw,-1801841253_1756040711933186.0,1756040711933190,2,0,0,0,1,More,Utilitarian,Utilitarian,More,Less,1,5,2,1,Mobile,0,0,USA,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1.0,male,5
23u46hW8KC6LMwPZE,-1182265333_5696268130740607.0,5696268130740610,4,0,1,0,0,Old,Age,Age,Young,Old,0,1,0,0,Desktop,0,1,IDN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,male,2
23butojPRbG4m5g8W,-1666197446_2231178611946525.0,2231178611946530,7,0,0,0,2,High,Social Status,Social Status,High,Low,1,3,0,0,Desktop,1,1,BRA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.74,male,4
23sZJ9w43SqsqY6sC,642853151_6096330623903512.0,6096330623903510,11,0,0,1,0,Old,Age,Age,Young,Old,0,3,0,1,Mobile,0,0,USA,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,female,4
24YHegeCLyPtMYrur,1281043051_2935332669087660.0,2935332669087660,2,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1,5,0,1,Desktop,1,0,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.67,male,4
224JaNKevqduJtu7s,1726068729_45955056888961.0,45955056888961,4,0,0,0,1,Fat,Fitness,Fitness,Fit,Fat,0,3,0,1,Desktop,0,0,GBR,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,default,5
24AgWTtT3Gw6SFp8E,895099243_8215859784867560.0,8215859784867560,8,0,0,0,0,Female,Gender,Gender,Male,Female,0,5,0,1,Desktop,1,0,USA,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.5,male,3
22CFFHXM9gcQ48evw,-2132021333_8981712164711573.0,8981712164711570,4,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Desktop,0,0,SVK,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.34,male,2
22BbtbP9NR4oSQ9v6,396850813_5367260987133567.0,5367260987133570,2,0,1,0,0,Male,Gender,Gender,Male,Female,1,3,0,0,Desktop,0,0,ITA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.74,male,4
23eivtiDS9etSxpda,693732964_2578481449290379.0,2578481449290380,8,0,0,0,1,Rand,Random,Random,,,,5,0,1,Desktop,0,0,PRT,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0.5,male,3
22AJEd3uDkojEyqRL,-1752327815_197746665952442.0,197746665952442,10,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,1,0,Desktop,1,0,CAN,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0.29,male,2
22MHsGmcG2BLSnoWW,1262270315_9714136833208976.0,9714136833208980,8,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,1,0,AUS,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,male,3
24TFuSZ9RNhsWSNAP,221286452_6166802619888914.0,6166802619888910,9,0,1,0,0,Old,Age,Age,Young,Old,0,1,0,0,Desktop,0,1,AUS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,male,4
